lambda0,eta,chi1,chi2,snr,predicted_lambda0,predicted_eta,predicted_spin1,predicted_spin2,predicted_snr,TPE
0.6484529701183384,0.2234154851024592,0.0026649246726263356,-0.0016328010127507758,5.79828574433118,0.5662723408385657,0.2269106172355023,0.0032276696432840023,-0.032735797576428326,5.967275725177847,15.749890565872192
0.3923371322483842,0.230038604962351,-0.04505650877144696,-0.016763052415098838,6.325523018690178,0.5897610501700845,0.23815546584834973,-0.004586060387891524,-0.030952236905452672,5.944815914686175,11.877976655960083
0.8551414753615918,0.23420557390275415,-0.021997209410293886,-0.046720764526402406,8.458018720467678,0.8550700175698569,0.23986155126566464,-0.010633768529901099,-0.022288559819357727,5.884528963243348,14.329925298690796
0.4794645374155305,0.23750669333319832,-0.005481242100070248,-0.026158016576223242,7.177104726961566,0.5898795448313996,0.23453613869203402,-0.004256315829145383,-0.002061262805107546,5.998868735843894,13.055659770965576
0.6120356398932382,0.23575493634924222,0.018478567758044254,-0.02646564133699616,5.3607596340753005,0.5937147474176707,0.2493589612418939,0.021649796505957927,-0.03654686481256175,5.967840470961392,13.93062162399292
0.8163888211688558,0.231088525420316,0.046442784684907576,0.022657660962251136,8.172489394312985,0.5702636035703614,0.238363968983345,-0.04583294341917389,0.04734339053815081,5.918348204769057,13.663514852523804
0.9826309941814282,0.23175788778276948,-0.01760316141703993,-0.029450482931120014,5.325898059886048,0.9698081503288586,0.24944068469880598,-0.023883307519414747,0.012123265629189797,5.938084903519753,11.065977811813354
0.6923838726680565,0.2386480842939192,0.014086458682301586,0.02963164154235319,7.6129267984598945,0.48458196660721414,0.2279890801051358,-0.03908495780757786,0.02475282608600836,5.9165932805598604,10.946831941604614
0.900916406150737,0.22873675614262992,0.003300939165926997,-0.010009614086023633,8.924581158589394,0.5048623753832838,0.2344271387242221,0.03659976790425161,0.04202928878131696,5.993282162543538,18.33467125892639
0.6976206148494548,0.23827342272560512,-0.03358421914215385,-0.010001784717944898,5.457328788484476,0.5937350119009681,0.2374903322885285,0.003153287573168897,0.030992938446722525,5.993014699930696,11.730088233947754
0.5758855057932257,0.23945562404524695,-0.007318133081805248,-0.007149482138146382,8.89752101749522,0.8075201129568804,0.24479979455498949,0.03155850227194339,0.04805660809661157,5.97324867821467,11.350352764129639
0.6215510331424845,0.24115600471796117,0.03670752906971632,0.008419219463578265,6.633620392923396,0.44085834226104753,0.24487058336715609,0.007130526639938394,0.007512370443544247,5.989784322998671,25.12667226791382
