mchirp,eta,chi1,chi2,snr,predicted_mchirp,predicted_eta,predicted_spin1,predicted_spin2,predicted_snr,TPE
1.3076960563118827,0.24029879257405531,0.02664852916732738,-0.004250869959423864,6.286760454917176,1.0878120733442553,0.2352259156191059,0.005108447132452506,0.028361786327747766,5.959443094083293,11.458473205566406
1.126694916167526,0.23798797221359275,-0.03941117754709842,-0.0432421221924501,9.833029628483116,1.4228717695491377,0.23396441548929744,-0.003931797563774528,0.04165724235460187,5.996697634271379,11.526308059692383
1.317830073849717,0.24942343192019578,0.003247833672605935,0.0028034370040146556,5.888536251863526,1.6213981421675099,0.2300929485299664,-0.033703984120674026,-0.031299742479263905,5.995484009350521,11.143965721130371
1.729457447002305,0.2462061678649764,0.03868980596557549,0.04368104519095921,5.1274475793517365,1.2992722037142301,0.2444853060152509,-0.017416066344591485,0.006283463019549939,5.983082655386768,16.518610954284668
1.5642747492197937,0.23651201331424754,0.045488919938866945,-0.005293623314903885,6.36842517800534,1.3722906582783931,0.23664098078912935,-0.006358670919247987,-0.047149856606674825,5.992496576319806,11.190299034118652
1.3396172129505866,0.23152343927093588,0.011241717961893626,0.003996093566118984,7.948333290864134,0.9386948545988836,0.23927097766113103,0.01689884124242029,0.030817648342968944,5.973514562867295,11.31084132194519
1.6692608579171404,0.23574892799054686,4.1927394329156764e-05,0.012965809375856271,8.084667877657305,1.4718887584297489,0.22257516727735122,0.03021145077162317,-0.029916642571252025,5.994610536153932,11.392445802688599
1.0591912658133031,0.24501917403336185,0.01183570041056918,-0.04136379382122102,9.825054545693893,1.3464663736308409,0.2477628148391103,-0.00933157679399712,0.048833780813550574,5.900567528770722,11.301403760910034
1.564600372180756,0.2370683304219845,-0.028173073142375327,-0.04280022884255572,5.403196670055346,1.0372853785577343,0.22850495777727797,-0.034974181183695274,-0.019253806087680805,5.990440097862991,10.771823167800903
0.896049506177691,0.2476781847056231,0.024999459496947693,-0.04989128576531962,5.407734645775959,1.6351168718453906,0.24028753495369518,0.031730209718171795,0.020431992999801418,5.985840924073341,12.334343910217285
0.8904545220019737,0.23407477664511808,-0.03221919627565526,0.04434068915222114,6.387869715057192,1.471743488204292,0.22226778854371965,-0.03768597032970335,-0.006193862004634116,5.954423344404771,11.431199073791504
1.7012996671262397,0.229114813060413,-0.04821596831205754,0.03601585144742632,8.344224935005487,1.4231977773360558,0.23957312173278777,-0.0022433845963815697,0.03554421045880255,5.983275501488582,12.661256313323975
1.4176675061915411,0.23874854950958163,-0.03300160498943581,0.028635918541523114,7.223769726852617,1.1154526797962074,0.24165072802003254,0.04431161889055518,-0.004066537685743622,5.839926116483826,11.11175274848938
1.439397487398156,0.23716628945967488,-0.01829486242303454,-0.031973015677926354,5.422073860238482,1.0878355330690008,0.2373759813343944,0.03020454229891522,-0.02167894471825463,5.99938590240313,15.948819398880005
1.1716156599006589,0.2338661488352837,-0.009159275594185466,0.01701871782582348,6.349505471125199,0.9204390346705054,0.24453720875508245,0.01192926748972393,-0.004669702186295784,5.95054987488725,18.762020349502563
