lambda0,eta,chi1,chi2,snr,predicted_lambda0,predicted_eta,predicted_spin1,predicted_spin2,predicted_snr,TPE
0.5782426558053491,0.24532822875434102,-0.04425972144889545,0.027527755029582615,10.563276909913757,0.41386349037817327,0.24620200525677263,-0.006986588507113419,0.006250556064034261,5.985648985858721,13.372678756713867
0.9480284881321696,0.22812243744574812,0.010485978864802348,-0.03813337937473034,6.979307647993641,0.34137080105436984,0.2371049880364475,-0.034440889357246735,0.03606932526252595,5.983072118198929,9.37369441986084
0.40488506174860245,0.2336143206338132,0.03722669658763675,-0.045862138245512656,5.188227183717907,0.8255067987383595,0.24443999815689174,0.013308471992591726,-0.0033499240038584732,5.987133930216723,9.821990251541138
0.34131057695039707,0.23210508565869528,-0.023091373245927218,-0.022443164520414418,5.096174912425611,0.8633123927483706,0.23105693101026903,0.009423831312999212,0.01458556986163172,5.953318902330389,9.560042381286621
0.8186263178560527,0.24173741779331143,0.009129038944100921,0.040824943226108606,7.676887969044889,0.34163546526226884,0.227887078759221,-0.031589545141669916,0.03795473605988115,5.953184345170562,10.385623931884766
0.33685286790672364,0.23132390572971986,-0.018013093204575996,-0.031815774586742965,9.194673772300616,0.49949949627738194,0.23311543763641987,0.015534959930751617,-0.02537422720621297,5.9095046260485,10.972290992736816
0.6953554038401972,0.23518522593487987,-0.00799963426827064,-0.04243807300630044,5.411554491747784,0.6387705259246844,0.23678331543210854,0.027193800296227023,-0.003964097418315737,5.998641196852043,10.629077434539795
0.3730293471885261,0.237651148917168,-0.007966140226359462,-0.013791971985782296,7.660957954063539,0.6091108410810745,0.23715655026785978,-0.0034583083203346176,-0.01566662449400917,5.992797619973932,11.621170282363892
0.37904251193275823,0.22668455980100208,-0.004627893208047532,0.04987160688565445,5.915227602343209,0.6384585464637342,0.2343564545260096,0.04448023631816311,-0.026622747543510718,5.884870741733666,8.970837116241455
0.33334263829307376,0.22479875584609718,0.043116237318645084,-0.010590570090969878,8.249921957531926,0.49961416719042234,0.22471480162220386,0.03151049943539766,-0.020401579884712882,5.886435100548948,9.892680883407593
0.7047024962949371,0.22266025466221223,-0.04153819039249238,0.036841447910172784,5.311733995447627,0.8264998505213967,0.24191668015642145,-0.033160367587393755,-0.02948170589936018,5.953261861998787,13.985206604003906
0.8823756793435255,0.22280942438123008,-0.01025752670667538,-0.04994487956695032,7.0471694479669935,0.5895016287162503,0.24109989473079232,0.0048616784521263706,-0.007945288285056643,5.972082585156331,13.217724561691284
0.8407417352065912,0.222480402625055,-0.021739142937056078,0.027079553605270992,5.063933521737359,0.7510265597344455,0.24398954110197466,0.031332871339142684,-0.029036608934304643,5.994964759686959,10.257121086120605
0.8280129128457601,0.232936175270706,-0.002028506553506268,-0.03775738790914412,10.053917571622565,0.5701842016112877,0.23428203471876677,0.003697331520096367,-0.012988219788840807,5.949141908711066,8.929280757904053
0.861770092928205,0.22704490703691985,-0.0156964129734819,-0.02576826020652211,5.416730093103779,0.4410922373981129,0.23936678456743032,0.014915115206201257,-0.045499408117480857,5.996200768153003,8.887012720108032
0.8848581253660027,0.22836133197241204,-0.024439878603625897,-0.027478632427495167,5.1586323344199565,0.8112241459730545,0.22763562528347922,-0.003178949145704167,0.045298186776211835,5.978171434204102,17.967417240142822
0.9778688270969607,0.24679345694263674,0.04037543786995737,-0.01847894007384189,8.3677226016904,0.3221536170793483,0.22243176627654157,-0.009902051767064109,0.03349072960914998,5.98298916574882,9.486716270446777
0.639550529507817,0.23808145413044865,0.004801726657183092,-0.022077127413566967,5.490165505170442,0.48349158437611883,0.2416601243969837,0.0461293250056736,-0.006384114754381649,5.998364931067057,15.061562061309814
0.4265377511889181,0.24821603211301094,0.008505380815204244,0.04118252647554403,7.443496761797794,0.7127247707699098,0.2369175232150718,-0.015480928825406644,0.032482164973119024,5.962671192252698,9.783828973770142
0.37481215494675507,0.23867516032925107,0.031135323504836027,0.0013176238403771884,7.6255387780035955,0.6932742225852082,0.22565826525482263,-0.014030116570805301,-0.015352051285353226,5.9900194635176,10.654763221740723
0.3456610629993228,0.2439686029806038,-0.01161885314589798,0.047647039747440376,5.472015853027364,0.6933983239759429,0.23020884000003797,-0.0372619364958871,0.03505198671914087,5.953216922672632,13.171827554702759
0.35434567736634015,0.23268751447390493,-0.016706643228268647,-0.04455990985480512,10.143780683689824,0.9269165946047049,0.2232690087523035,0.011340613779192401,-0.03651777051807353,5.913303835037343,11.656800031661987
0.7386448644575249,0.22430102471884295,-0.04771350304071153,-0.03689448266035955,6.9142801877276945,0.5855167671933204,0.2425874723991589,-0.03395024859081441,0.03380481350539247,5.934844328260852,9.458737850189209
