lambda0,eta,chi1,chi2,snr,predicted_lambda0,predicted_eta,predicted_spin1,predicted_spin2,predicted_snr,TPE
0.7366104337599312,0.228186506437629,0.016471885864878272,0.03005531991224683,8.885175949634643,0.6488597036216934,0.2468842646089823,-0.04515319535660767,-0.02366937093234749,5.980642218470098,12.853771924972534
0.5878861061991372,0.23392363089180132,-0.013318869600191685,-0.04315101594998241,7.2189792267219,0.4044676024561306,0.225853267843449,0.0443141913011035,-0.020481825517670804,5.939510127273179,12.94132661819458
0.6100635077354799,0.23399912068347453,0.01804619854507697,0.014157855158493007,6.53655688218582,0.5130806074502582,0.24084063344008105,0.02116000214370368,-0.03561310136721996,5.94307915427079,11.795356035232544
0.46218948508853097,0.2374153543552558,-0.018947052045111934,-0.0334546809043412,10.262745849107406,0.8407370337777901,0.23648329761773887,0.010373889934932528,-0.01640142111782969,5.9508559336910105,12.445289850234985
0.8223432705489175,0.23626794249166574,-0.041987679723155105,0.03295344391854535,6.167538761647156,0.8059819406797666,0.23841505372516064,0.005503371062816231,0.02361606125406502,5.949773013467655,12.883476257324219
0.5976810736245826,0.24419752659961902,-0.038793100428987703,-0.015488072185273927,5.7591960948042145,0.672558253475415,0.22910950346083828,-0.0034400346969368236,-0.010044903550460123,5.9595070962230805,15.495205640792847
0.6283575983597748,0.22228071858612958,0.04406003698078946,0.038401663767506033,5.539196640567218,0.867962193183439,0.22727084350410443,-0.02774983914730836,0.015920124806209298,5.982666415302046,14.853063583374023
0.5932535389753675,0.2481727458473767,0.01515916518281854,0.04263019196365059,7.444777181455527,0.5900208235995181,0.2496949051349033,0.017959958568884687,0.00648216449561502,5.99460854040697,10.438277006149292
0.5672079232649496,0.2324694123185481,0.03360557674174297,0.006095691885800114,6.482082113917162,0.9728481994115756,0.24655694720510954,0.01784342729480553,0.03900970518880193,5.977493867238394,12.750248432159424
0.6989737092453888,0.23317277391873906,0.046030790784985676,0.027549451950471468,7.410581164474518,0.5685627497190621,0.23258322057347394,-0.0036317828748486927,-0.01729136693936766,5.982405759909909,15.184263467788696
0.9634340575916115,0.2461112693881428,0.03513494000369567,-0.018559835636826442,6.7511157789307825,0.5940575504571822,0.24567427494161848,-0.009539947989397293,-0.02985963180255549,5.998367809071451,10.9538094997406
0.4093003896083694,0.22549474203037273,-0.002422475536293066,0.040900472461851786,7.713942514923071,0.3387213495905672,0.24147166759818367,0.0049310634406973305,0.023909975771977413,5.978155699291993,10.889305353164673
0.9150304726780175,0.2253938284731241,-0.006123304084527083,0.019504077485961432,7.988704670566513,0.44266609905722043,0.22764020566904408,-0.0034333075994576884,-0.026810932043426307,5.99683306452592,13.176116228103638
0.5990584934440897,0.234241093992404,-0.043542039491571254,0.024450466118023595,5.824642977484253,0.579670277104301,0.2493234584101761,0.020244025644905895,-0.043983966138121,5.996335007405185,17.536099672317505
0.4830299833430578,0.24412366307729702,0.017381838245793244,-0.018662668430283795,5.777327812082444,0.8162961226631851,0.2465878527444395,0.04518019911402047,0.031828427464493575,5.928049645707406,15.757010221481323
0.5639950602855387,0.2282592742402209,-0.014995087979824885,0.0363034551016779,5.572313364905822,0.4411053848164221,0.23618335669386067,-0.010830575082673013,0.019652364938424375,5.999072836226267,16.632811784744263
