lambda0,eta,chi1,chi2,snr,predicted_lambda0,predicted_eta,predicted_spin1,predicted_spin2,predicted_snr,TPE,CMAES
0.5801147802222721,0.2398483539798363,0.04987037449435862,-0.04909417355877602,6.601359725477235,0.5687400575545902,0.22794093801503343,-0.020066203699430487,0.002016439996499843,6.4608415324899795,3.1182281970977783,48.045175552368164
0.9845549733800414,0.23827876845894047,-0.006737836502438997,-0.01977747423779368,5.33669299567777,0.885399976323392,0.24530462225194757,-0.007555149522712239,0.02438504696239746,6.388488789918146,4.277803659439087,49.24589991569519
0.9872915191204603,0.2349496980579617,0.0021226980511482516,-0.04675274754669655,9.280084932477699,0.9027619375750916,0.23149567908541543,0.016355281056667198,0.01114121695700896,6.511351945209446,0.9379308223724365,49.176955461502075
0.9865759241345857,0.2298398146096451,-0.029530076716724377,0.0014488222419163574,7.979241353179551,0.5279280945344877,0.22854437164245486,-0.049999998236966686,-0.04999999875078511,7.04099042823055,0.1486492156982422,48.6863112449646
0.6394724510216099,0.22247071950092678,-0.007715387708182739,0.01262291118690026,16.95918979238878,0.639502228377453,0.22892461046408055,-0.0499999999985347,0.04344611567828416,17.01109002048409,0.8139140605926514,48.45053815841675
0.4471018706994855,0.2370477940354182,0.03117161002000142,0.04040221695329452,6.527163796199253,0.6040052927407217,0.2348641450551068,0.029221576725831186,-0.01245865753868585,6.344274555487375,0.46636271476745605,48.33791732788086
0.6781238586446917,0.2289819601200146,0.03854931355241137,0.04490258021559605,14.085976601287244,0.6780186302009632,0.2275291145612361,0.049999999999693526,0.049999999996686764,14.291913242848619,0.7452826499938965,48.448063373565674
0.38852132914738646,0.22956851523433924,-0.01787630703157169,0.03474106663737943,6.853553134167191,0.44281901251361033,0.24447110202480957,-0.04999999999415018,-0.045170662587013806,6.460737229081715,2.643507957458496,48.54761099815369
0.34435983655299973,0.2357214184071125,-0.04029925450969436,0.03398151981241289,5.41498904356395,0.4160707337083206,0.24207613011020906,-0.0152448244401365,0.0009233278805511197,6.375842307873805,0.008315563201904297,48.43219709396362
0.6125543227641052,0.24893643440300425,0.036119339953355006,-0.0177711308884132,5.295249047558424,0.6901426806870938,0.24110025561587523,-0.016062402121375892,-0.01396782179243191,6.284013510893683,14.043884754180908,48.78566098213196
0.8372670414893327,0.2408603125770739,0.0076818438301399575,0.04941585790660723,10.479115714775686,0.8378189055647844,0.2427347191553368,-0.038441850176305976,0.02719281360830539,9.398812930119377,0.025706052780151367,48.627368688583374
0.49954552939472413,0.23022127443723456,0.024623892975998013,0.04670727074873264,7.466545939783355,0.4995110203638577,0.2244894888222185,0.049999999894495134,0.0499999998943831,7.575020535338208,0.8516883850097656,48.79919242858887
0.343258184454824,0.23731917250088452,0.035555722951146645,0.007842907284936064,8.10014395364016,0.3434370657200077,0.22578098575168956,0.04243929149784652,0.014070536159313377,7.994655178400786,6.713542222976685,48.239593744277954
0.7787764148744025,0.23058896453655986,-0.02915859297170135,-0.0009592400059210832,6.2732598157009285,0.9030923623936482,0.2440227152702424,-0.049999562101629105,0.0027169885529393922,6.62500286132005,2.2427608966827393,48.48279595375061
0.392080353175746,0.24403008584653513,0.0005774844148970087,-0.015991621998115026,6.101893114948489,0.44281906150303724,0.2444746271302358,-0.049999999996930174,-0.045201057744094914,6.460782022252961,0.7489869594573975,48.43533396720886
0.40194058030079327,0.24497993078882188,-0.025771273724724222,0.044138346142453364,9.063934298270027,0.4018411887075851,0.24117673607877743,0.007140216427740952,0.04967852394200109,9.265478432796389,0.004518985748291016,48.666186809539795
0.648952345762887,0.23099694459914263,-0.03260034080521177,-0.018003320115436497,6.076119743325899,0.4428188963137414,0.24439184833882727,-0.04998948558474982,-0.044517788388922556,6.476618669866485,2.3646838665008545,48.71445989608765
0.6705064252389094,0.24314387034524132,-0.014136961835479245,0.04193946910619867,8.792137178839603,0.670723887096194,0.24206517403056266,-0.009613280237991371,-0.00558229244187608,8.263806172204884,2.669214963912964,48.34703207015991
0.7047569857471312,0.22582652938581474,-0.049337079118841255,0.037137630446426734,7.225024638001223,0.44091697690592524,0.2499945045435695,0.018195105285619448,-0.049270148375772635,6.284064503232488,5.937354326248169,48.740010261535645
0.793636723682409,0.2407950113441208,-0.010803875043759723,0.0327998920639609,5.5758708039182565,0.44282289194370617,0.24490301581076485,-0.04999999999648144,-0.04872943970809608,6.433801839323382,0.4183371067047119,48.527995586395264
0.7001473526034799,0.23656426577994363,-0.01578999194174368,0.03991698228940552,5.676228233810752,0.8676238265007318,0.23450029117338114,-0.009896284521634616,0.010025397693023172,6.430529615533508,3.3217880725860596,48.630411863327026
0.323183902042444,0.2361264449551393,-0.010169303457304046,0.028626521241397404,10.058558328435641,0.6040823478849423,0.23585755097847272,0.007933162161463073,0.002660172469352143,6.3404035325185495,0.6095311641693115,49.127490282058716
0.426183884375314,0.2326926608624199,-0.04256327259606524,0.04840503504029292,10.67657888945615,0.42607554254056446,0.22222222000017286,-0.0002920426737969481,0.04999999999918385,11.251879546868231,0.008243560791015625,48.55293416976929
0.9982202321073533,0.22338547869693293,-0.014358043559079547,-0.015901703147788326,6.929575138835133,0.9982352099443041,0.2318212151246199,-0.030370298773536086,-0.01055615929654892,6.426816787845637,1.4412410259246826,47.92321729660034
0.5124362352908991,0.24873352303545748,0.0020758895082930925,-0.039049114369325594,5.422044473542729,0.8858433297782725,0.2354314827558116,0.010151594256795224,-0.01514401387078692,6.473262283610769,2.7812845706939697,47.62963366508484
0.644467332628631,0.23904656862767643,0.017580037905947837,0.017676504789925745,9.884560847281286,0.6446765176090563,0.24998468425236675,0.012870965532019135,-0.04989932215024929,9.955528772055114,0.6707630157470703,48.661473512649536
0.9159640471749623,0.22478031599788062,-0.04009328799318819,0.013227304474102072,7.653103832339097,0.5957338900719342,0.23758655305251036,0.04999995879063206,0.049999999020024916,6.617960920518917,0.5317404270172119,48.512707471847534
0.9675147694899663,0.2373177405080425,-0.02329070573116562,0.031564743856136876,6.764249944953832,0.5956128037972103,0.24998948070299454,0.049973487649691395,0.02107554711143375,6.666834385213699,0.16723370552062988,48.80373811721802
0.6690754841102071,0.23434253708893862,-0.031410594398615266,0.014152165980554549,7.617932590052378,0.6686925579124908,0.23326300380246806,0.01661441927463138,-0.004405993192960242,7.767664857062558,1.6586754322052002,48.63774132728577
0.43573398314326484,0.23659666836686996,0.022694020440719734,-0.010009083813208162,6.154203599466649,0.4428183122144155,0.24448418597082153,-0.049973891345250966,-0.045219282481071404,6.460794987565967,0.2786574363708496,48.504600524902344
0.4817667559130778,0.23957363343679727,-0.04075992464669385,0.014827435219194066,12.907001096115682,0.48146863381070637,0.22222222000012315,0.034589693586461495,0.04999999999863505,13.103168391531915,1.5100364685058594,48.54425883293152
0.3556456802090332,0.23645939093842439,0.02198399014908084,0.03831362875707088,5.341700379524371,0.44281890931967144,0.24446656977372522,-0.04999988815356441,-0.0451261321658883,6.460760237489635,13.635178089141846,48.422582387924194
0.4167597686972774,0.24313714583373716,0.03773600974010914,-0.01849021303727183,8.899911865538957,0.4169902967094505,0.22222222000032532,0.045988384597433984,0.04999999998882232,9.395393034227173,0.13906335830688477,48.62911581993103
0.606582221225046,0.2492860739065599,-0.028615225927870372,0.02162553658122121,6.879760649316194,0.6903533813354417,0.24999984317092644,-0.04998377978801464,-0.04093686559398073,6.352190287937779,3.9001400470733643,47.88662362098694
0.9736638726047938,0.23364499407754075,0.02631636559435678,-0.04809524139688677,5.174303297230581,0.8678134245984873,0.232049277468008,-0.018757039937551564,0.02580236189415948,6.657557807285536,0.6121578216552734,47.37839460372925
0.9329004716204444,0.2410209738053471,-0.03606544149663358,0.015460019309218476,8.463655210755874,0.9326365827503929,0.22222222003343822,0.028952358896267225,0.04999997659996554,8.510479237759077,2.3436217308044434,47.21560764312744
0.7416833600959019,0.2401549736267489,0.02559420580712042,-0.0036640548274334134,12.656491815151862,0.7413813629105928,0.23579937085414926,0.04999999999186801,0.033060272873293134,12.940354455689274,2.5682098865509033,47.11328053474426
0.5236798583972255,0.2231041539264477,0.04744175512409474,0.04494696285548305,6.012022248030247,0.604261578188172,0.23660860531865166,-0.017732679217351714,-0.009383379448867607,6.375761704126485,2.744260311126709,48.30983114242554
0.8615347400387291,0.24912248055457537,-0.0447698784685163,7.953269658907136e-05,13.034842415385603,0.4427793899649252,0.24092299318855567,-0.049999965932550565,-0.012994997835391951,6.464031191826898,3.8294262886047363,48.568925857543945
0.8685862629953606,0.24819090282677206,0.008473648360596796,-0.03091836268347127,8.398866848693196,0.6040283260837982,0.23752778285865064,0.0017918364516274696,0.0077185722775651375,6.311393522682785,0.8431599140167236,48.69469428062439
0.35917048182073313,0.24644605889646032,-0.03272597128649782,-0.039724360506388126,7.286579408816767,0.35828854069780103,0.24288826692808907,0.002417156622535631,0.02305885763954539,6.516699690640857,2.601640462875366,48.83247971534729
0.6317836722331549,0.23031622888787753,-0.048775024225497524,-0.014649287063018844,8.348040293326163,0.631198817622872,0.22995061730180175,0.011059697781347431,-0.019828548483119164,8.164849395420617,3.7820065021514893,48.864001989364624
0.4873895318692994,0.23081882213458071,-0.01207393863881051,-0.03168641470326725,5.6978206527423305,0.5131137539963073,0.24999998949453625,-0.02418447260850905,-0.03888791239499359,6.295388242273369,1.050100564956665,48.59659290313721
0.7918456770055644,0.24194451986581839,0.0016942283855444912,-0.007275681621123485,12.63391824898769,0.7914643549732339,0.24307393450825138,0.0499999999905138,-0.03976354723407356,13.75591417417154,1.6832756996154785,48.89163088798523
0.5764138138088333,0.2439221584500447,0.0334547765347704,0.0246664697705877,5.825193992960391,0.5130547012120338,0.24172350389612018,-0.027135352036719323,0.02101583563227112,6.228032145551285,3.6224312782287598,48.78439521789551
0.6213313554653093,0.2497999034077703,-0.02153043793645737,0.039021553768235295,9.366128783815174,0.621883712302246,0.2377903650068602,0.0016096804653573799,-0.013101713017335669,8.75361441214229,0.0032472610473632812,48.661524057388306
0.9138944952212141,0.24530992395852827,0.016315350820363936,-0.014325211153824478,17.91367793925947,0.41614587806918446,0.2322146522184958,0.029694023463195773,-0.035127091376103675,6.3122195817791695,4.738618612289429,48.916173696517944
0.8410171478740551,0.23856239871966656,0.0021828157621982883,-0.043080355353133926,8.969433278587145,0.8408608934786722,0.2464829295772753,-0.013290764946750348,-0.04999999994767766,9.437333536518315,2.0510871410369873,49.25063133239746
0.5608379742036468,0.2225772323159849,-0.0015151036138979362,0.02966546596829374,9.755253606081649,0.5612438129335957,0.23657529353020043,-0.049999999998409615,-0.049999999995509845,10.155629181430752,1.5473477840423584,48.775416135787964
0.5060579376134479,0.2418435155906096,0.025858066308961092,-0.00496736105786303,8.97641921110837,0.5057029061541529,0.24994770207852696,0.04999057503058353,-0.005553208909192364,9.436033209157655,3.572313070297241,49.075783491134644
0.8853219459591098,0.22749419262726644,0.03762576344493661,0.01670358717807549,6.823295779159593,0.6903891362268368,0.2376776414271464,-0.023753160889172675,-0.009420475941416338,6.275637394446353,0.6462156772613525,48.64732122421265
0.8692233177089176,0.2307013868337084,-0.016577522004205036,-0.006603707661529054,9.245621067695899,0.8685211881859229,0.24022887627732525,0.017832298797854237,-0.023801750110157824,8.62918438654973,0.8359336853027344,48.90715527534485
