mchirp,eta,chi1,chi2,snr,predicted_mchirp,predicted_eta,predicted_spin1,predicted_spin2,predicted_snr,TPE,CMAES
0.8911986636072331,0.2275018391948461,0.009939573391819036,-0.004145852384005,5.26100241527335,1.6230342633791612,0.23434435835852682,0.002188071447087561,-0.008403286258701376,6.369407375026571,8.7583749294281,84.32208442687988
1.4599242104859864,0.24737115916203642,-0.04897549996253873,-0.013269099298051333,6.1955017517054225,1.5128796662063952,0.23871165534645838,-0.0061601245859201,0.014504677043399195,6.361642976536932,2.422757387161255,81.04162406921387
1.1453492009364772,0.2306301870676068,0.020636719867209594,-0.03292926477167557,12.389545069152692,1.1455101163162524,0.23516688125050086,-0.007632892863440308,0.013435617645724623,12.345305369430463,0.20149660110473633,82.34547638893127
1.7176219634091248,0.22971948866382527,0.037545750757355986,0.0009988841287066202,10.19555438052783,1.7174992160781821,0.23961986743793945,0.029871910408258567,-0.03733184798650275,10.088136901395533,0.16910648345947266,83.61197686195374
1.6579798826550527,0.24883168205138556,0.0352421171707825,-0.0015388697592733439,5.792043296719547,1.2776788810790807,0.2258086890598164,-0.028223650510055865,-0.014868684803725642,6.547750967096802,2.7143163681030273,84.5101945400238
1.0209845123721766,0.24209160802556523,-0.01310200079054008,-0.0008183905365391625,6.624225829870266,1.6356311812929651,0.24330687507746593,0.024370257925627165,0.020687386365055585,6.366975438899143,0.683438777923584,83.83422827720642
1.5273046449450969,0.2364771285103691,0.025980217300081654,0.03523601084183453,7.235440927178063,1.5266023116191048,0.2407252173108011,0.011226931048799814,-0.013431306629632288,7.281856455712288,0.7216532230377197,84.38924598693848
1.101453692399824,0.23303296186223454,-0.010466093529278145,-0.016185397512536774,11.151710551146333,1.1015242339530862,0.23425901519058115,-0.030412192284883243,0.02027022832103484,11.16789021088083,4.220343828201294,83.3302960395813
1.6713005343602376,0.2420128850918367,0.03192570583903104,0.04335334039028192,6.355974971610784,1.6705079109243486,0.23642482557179598,0.01764935347892252,0.015546313086268429,6.489528025813194,1.1688003540039062,84.65519165992737
1.600195875365358,0.2273352515928459,0.018131532611619983,0.015631278960878237,8.925812847695376,1.5996939613257468,0.2330299589032946,-0.0260605686356327,0.0225183516660898,9.035671703713579,0.2088620662689209,84.05247497558594
1.119320199006669,0.2235432561293716,0.01563553385114462,-0.04113360387847327,8.104503031670513,1.120360536010892,0.2411212147027117,0.020103787604106166,-0.0026036112404653547,7.620313498580391,1.11142897605896,83.92381763458252
