lambda0,eta,chi1,chi2,snr,predicted_lambda0,predicted_eta,predicted_spin1,predicted_spin2,predicted_snr,TPE,CMAES
0.6883586612454526,0.2495362282214708,0.02651445713592053,-0.022683870108783134,8.27436001861017,0.6887429349371057,0.24103205308208658,-0.012608157798220415,0.029360061888467626,7.3483826196989375,8.90545105934143,85.6711118221283
0.5260954260068783,0.23180729012167106,0.015480325707983064,0.04028278129414564,6.312272961514415,0.5689489309150887,0.22434451982024456,-0.02056928806535646,-0.013192438302391654,6.6841425662233265,3.1318397521972656,85.30529284477234
0.6090983426948207,0.24888466536763823,0.04077901267027084,-0.009714555377605925,6.020426119565809,0.8682149180540358,0.22874608199574215,-0.028326209632670813,0.016824506157798708,6.464356075237698,3.353882074356079,82.9217483997345
0.7769825640306607,0.249996484615057,-0.04855199797951807,-0.034307711388262344,8.575753938451747,0.7762108179731481,0.24536608569305882,0.009516089465205345,0.012593425691990318,8.556260782700345,3.7618861198425293,85.39692330360413
0.6636418063785805,0.232411678749102,-0.016150301113623367,-0.02335095125287734,16.449044672309213,0.6635778817164362,0.23019520336555677,0.011994926835779796,-0.049982017448633204,16.654861699309812,0.7053594589233398,85.7853615283966
0.8631715932163175,0.22849995589254532,-0.039843736581507465,-0.030126199550788425,10.907525014082275,0.8623161768149726,0.22620245973740302,0.009503445405081058,0.025116776225098045,9.537231585572572,2.8218443393707275,85.08985877037048
0.4609954835235113,0.24234192068429883,-0.00663077484430992,0.04950263372785475,5.947947758440514,0.9256661523017288,0.24046270510401502,-0.018278627331399774,0.03602559160233419,6.569033175191484,0.772136926651001,82.70149445533752
0.4452121732732993,0.22710222883893805,0.0326193281007172,-0.015660079574799937,5.33340372286917,0.8678088863850826,0.2297714992183853,-0.019068155281486584,0.033102182178678316,6.518363632190964,0.02570509910583496,85.07803058624268
0.6306946701664794,0.24156765342340514,0.017689315189496693,-0.0430400747030421,7.217342294465074,0.631536694048769,0.2319710157619606,-0.030035755791337444,-0.03240249641823953,7.645497382560508,3.0033321380615234,83.52982139587402
0.3458096117706996,0.23772843841840471,-0.01976029479473005,-0.007185410213790044,10.774165301924503,0.34586427435231243,0.232205576846865,-0.005404927779252264,0.011370026445979509,10.286569540630499,3.3810508251190186,85.01285696029663
0.5646726971111167,0.2379583447974985,-0.041525533947011396,-0.041623179473340315,6.77657878831398,0.9028509236844008,0.24091691618793976,-0.03943336295611652,0.030418651757473672,6.434648730307576,3.318998098373413,85.81195831298828
0.8884730500767977,0.23164233096436262,0.04766456716694198,-0.011198228702336742,7.467452604550662,0.8889543835554851,0.24006036427838606,-0.006336129759223916,-0.02824270149468052,7.229687605949497,5.8526670932769775,85.4364697933197
0.763019707467796,0.23626167867295825,-0.039124192658856916,0.00896666420597899,7.525554940510649,0.7629081261898072,0.23392550187585365,-0.02163161364775515,0.010652984002147037,7.649104578567636,1.4951746463775635,85.76427841186523
0.8631066979810196,0.22387241325440374,-0.03241068073773329,0.002740192379339909,7.714525355062008,0.8623383746943247,0.23055034541555122,-0.010184696155863801,0.01076297271434419,6.712627607702371,3.2508015632629395,86.29699897766113
0.7282233772375182,0.2433907578290261,0.025894138466826352,-0.012222212550227943,7.447908608865132,0.7282653613841312,0.2434670378836334,0.003926120434883752,0.0224230228154864,7.595090952545555,1.056384801864624,85.66543292999268
0.6369930588565204,0.22575931729294266,0.019667013382399928,-0.015553169659727598,6.468327006448554,0.9029113881654158,0.22754637277981296,0.019602481550874323,0.004129219763711611,6.541861049312198,1.3759291172027588,85.59787249565125
0.7869967939364466,0.22422462380405525,0.02800049594668237,-0.03959554537708751,9.562497261537983,0.7865652265501318,0.23519438482705057,0.008768190325135504,0.01060572389782001,9.046581029046424,0.6873741149902344,86.10043120384216
0.6566967518338065,0.24470483212600921,0.016323385466750412,-0.04530793807301528,8.964983549080525,0.6567637065600567,0.235321802241457,0.008628046136327519,0.008015756907950353,9.214403054028447,11.800946712493896,84.22641849517822
0.6362028625583375,0.24495697236115307,0.03218525730934217,-0.01165681745380355,14.543616677075558,0.6362513508023921,0.24139673262688505,0.01992784203367623,0.02716279807286069,14.170095560178584,1.245703935623169,85.96571707725525
0.9915198732688834,0.23307998520325804,-0.024108113022929447,-0.024613532902398774,10.113818006084395,0.9908424880129542,0.23718842536671048,0.0064862267271704535,-0.0006712617865757414,8.981171413962779,0.02013874053955078,86.08397698402405
0.8454695404989635,0.23699646242829023,0.007899485782269164,0.004164046131984012,7.47651112643231,0.8455679631834481,0.23466388380824565,-0.0019464214156212772,-0.003924040367566536,7.967795445297535,3.027245044708252,85.90981197357178
0.8959169577454924,0.22561915056748358,-0.02196565138890946,-0.03953008662011015,8.041994706099866,0.8954239497521767,0.23470942488565164,-0.010411215709632701,-0.013716526565235053,7.8660268992871005,0.6255314350128174,85.10443997383118
0.890043401779155,0.22271951381861002,-0.016870382860826448,0.035811127426387326,5.9147141096899425,0.86783919421276,0.23121329858431502,-0.010585869382004398,0.01798159272668866,6.640485801453168,1.2832310199737549,82.83437967300415
0.9691944119065532,0.24626702334165032,0.03866460867900959,-0.014004805938315212,6.3805685536049594,0.8679545240600742,0.23122820813212816,-0.0031996585130686997,-0.006804472076602196,6.535005200674283,3.899301052093506,84.07569432258606
0.351005089344029,0.22880062751676808,0.04187585099265044,0.0406947948845042,7.55302742455017,0.35223112109858107,0.22767476820438212,-0.018702364755422585,-0.01410826341057421,7.272346749695417,5.383256912231445,86.0915105342865
0.6935314029832571,0.22293396039492228,-0.04578050182051399,0.01817045287899574,6.830101839628564,0.6928252007875393,0.2309382199409601,-0.03366418650949827,0.013307532262962787,7.072660187806344,0.02646017074584961,86.13866949081421
0.9470413040392959,0.2409674861310723,-0.027042358015405634,-0.03515643711636111,5.171937062837931,0.8678846166645695,0.2337198754523596,-0.013787790116767916,-0.0009345456523904422,6.66476572925905,4.380995988845825,82.72384715080261
0.4049930514478217,0.23829426484890695,0.014515662935577378,-0.011358884843869418,7.120795125872669,0.40503674040168536,0.2386275577574303,-0.001999184673028752,-0.02460777406638094,7.460396125617472,5.8837080001831055,84.2778832912445
0.7117756809427744,0.2269773144986444,0.003329172256792058,-0.019033598076106707,11.952019950876835,0.7115828499319227,0.2313167651765303,-0.003523112421442584,0.0015888080089852194,11.898562179925134,1.792039394378662,86.22859191894531
0.6278219733304067,0.2245277101613274,0.0012490035017215656,0.003944588950676932,5.298035391767627,0.9028456683446944,0.23560504419134196,-0.015986352982936526,0.0337567291242372,6.546293473189255,5.851486682891846,85.74007415771484
0.5686421864602251,0.22755140352884534,-0.01665194528184688,0.03189465982883395,9.341116644720794,0.5677706912148419,0.24001525150960973,0.03802693176498921,0.01478285227442748,8.880216159856046,0.7227811813354492,85.82388186454773
0.35427996237560233,0.24139915635069445,0.027012732550983257,-0.008210718700221033,9.15838343285109,0.35436480133695747,0.24167952482777533,0.00904345841325823,0.0272386224076394,8.187851129043901,0.8759078979492188,86.00936603546143
0.9562872775224778,0.2240623659427876,-0.04137993988229394,-0.04418800780201452,9.088502906525806,0.9556405472982687,0.23361222948740115,-0.025320827180909666,0.01644824326598167,8.520839543237312,5.621784925460815,86.26879620552063
0.575347661075226,0.22435179149194923,-0.04153876790196245,-0.04002893282208495,7.742614924041097,0.574672037886171,0.2339752020367794,-0.0010932966658446924,-0.042137594466107604,6.6303726108733985,7.801527976989746,82.64415264129639
0.8723822476301316,0.2385614040064321,-0.03138557363571061,-0.021653068043982815,9.39683763907386,0.8723171853055999,0.22517500374902255,0.02234961646924552,-0.03528026600759994,9.492994270790023,2.926107168197632,82.92953395843506
0.3188903540567783,0.2471024724737019,0.04438703391659175,-0.028728048402147058,6.3013235436602315,0.9029185048196782,0.23864632000735617,-0.013456072889249514,0.0010359417215751524,6.554979684890133,4.927530765533447,82.71350336074829
0.3594031693824337,0.24275685583268505,-0.032897768123216056,-0.023080907118986794,11.702513006593472,0.3596567037811865,0.23103859985715858,0.0044226038654823635,0.009221920699741482,8.288553667438137,0.7263736724853516,82.78476023674011
0.9424834830520449,0.24372057100636896,-0.012474362298143547,-0.03471119403800741,8.247976621078609,0.9424072557475055,0.23991903716404656,-0.028629026106738068,0.014234313982363661,8.05165062337571,0.22171926498413086,82.89600396156311
0.8278481901808418,0.24810074054243594,0.012280224840426658,0.03077443981827674,6.816741980867854,0.885466877951393,0.23950734679624597,0.020879495553031507,0.0010534000180670161,6.416512613716699,3.0282483100891113,82.8241195678711
